+--------------+----------------------+
|     Gene     | Number of Variations |
|  NM_018713   |          0           |
|  NM_018664   |          0           |
|  NM_018655   |          0           |
|  NM_018584   |          0           |
|  NM_018566   |          0           |
|  NM_018489   |          0           |
|  NM_018417   |          0           |
|  NM_018379   |          0           |
|  NM_018372   |          0           |
|  NM_018364   |          0           |
|  NM_018298   |          0           |
|  NM_018284   |          0           |
|  NM_018281   |          0           |
|  NM_018254   |          0           |
|  NM_018253   |          0           |
|  NM_018252   |          0           |
|  NM_018230   |          0           |
|  NM_018216   |          0           |
|  NM_018212   |          0           |
|  NM_018211   |          0           |
|  NM_018208   |          0           |
|  NM_018207   |          0           |
|  NM_018203   |          0           |
|  NM_018202   |          0           |
|  NM_018198   |          0           |
|  NM_018188   |          0           |
|  NM_018178   |          0           |
|  NM_018166   |          0           |
|  NM_018137   |          0           |
|  NM_018136   |          0           |
|  NM_018134   |          0           |
|  NM_018116   |          0           |
|  NM_018101   |          0           |
|  NM_018090   |          0           |
|  NM_018087   |          0           |
|  NM_018072   |          0           |
|  NM_018070   |          0           |
|  NM_018066   |          0           |
|  NM_018061   |          0           |
|  NM_018060   |          0           |
|  NM_018045   |          0           |
|  NM_018040   |          0           |
|  NM_017982   |          0           |
|  NM_017971   |          0           |
|  NM_017953   |          0           |
|  NM_017940   |          0           |
|  NM_017904   |          0           |
|  NM_017900   |          0           |
|  NM_017891   |          0           |
|  NM_017887   |          0           |
|  NM_017871   |          0           |
|  NM_017865   |          0           |
|  NM_017860   |          0           |
|  NM_017850   |          0           |
|  NM_017847   |          0           |
|  NM_017846   |          0           |
|  NM_017837   |          0           |
|  NM_017825   |          0           |
|  NM_017823   |          0           |
|  NM_017821   |          0           |
|  NM_017818   |          0           |
|  NM_017779   |          0           |
|  NM_017773   |          0           |
|  NM_017768   |          0           |
|  NM_017766   |          0           |
|  NM_017761   |          0           |
|  NM_017744   |          0           |
|  NM_017739   |          0           |
|  NM_017737   |          0           |
|  NM_017709   |          0           |
|  NM_017707   |          0           |
|  NM_017686   |          0           |
|  NM_017646   |          0           |
|  NM_017629   |          0           |
|  NM_017625   |          0           |
|  NM_017619   |          0           |
|  NM_017596   |          0           |
|  NM_017582   |          0           |
|  NM_017556   |          0           |
|  NM_017542   |          0           |
|  NM_017522   |          0           |
|  NM_017504   |          0           |
|  NM_017459   |          0           |
|  NM_016946   |          0           |
|  NM_016620   |          0           |
|  NM_016547   |          0           |
|  NM_016545   |          0           |
|  NM_016527   |          0           |
|  NM_016486   |          0           |
|  NM_016456   |          0           |
|  NM_016406   |          0           |
|  NM_016382   |          0           |
|  NM_016374   |          0           |
|  NM_016361   |          0           |
|  NM_016343   |          0           |
|  NM_016334   |          0           |
|  NM_016311   |          0           |
|  NM_016287   |          0           |
|  NM_016258   |          0           |
|  NM_016257   |          0           |
|  NM_016243   |          0           |
|  NM_016233   |          0           |
|  NM_016227   |          0           |
|  NM_016190   |          0           |
|  NM_016183   |          0           |
|  NM_016178   |          0           |
|  NM_016176   |          0           |
|  NM_016126   |          0           |
|  NM_016124   |          0           |
|  NM_016121   |          0           |
|  NM_016102   |          0           |
|  NM_016074   |          0           |
|  NM_016066   |          0           |
|  NM_016052   |          0           |
|  NM_016040   |          0           |
|  NM_016022   |          0           |
|  NM_016011   |          0           |
|  NM_016009   |          0           |
|  NM_015999   |          0           |
|  NM_015997   |          0           |
|  NM_015991   |          0           |
|  NM_015984   |          0           |
|  NM_015967   |          0           |
|  NM_015958   |          0           |
|  NM_015935   |          0           |
|  NM_015913   |          0           |
|  NM_015911   |          0           |
|  NM_015906   |          0           |
|  NM_015888   |          0           |
|  NM_015871   |          0           |
|  NM_015866   |          0           |
|  NM_015849   |          0           |
|  NM_015841   |          0           |
|  NM_015840   |          0           |
|  NM_015836   |          0           |
|  NM_015726   |          0           |
|  NM_015714   |          0           |
|  NM_015658   |          0           |
|  NM_015640   |          0           |
|  NM_015607   |          0           |
|  NM_015590   |          0           |
|  NM_015557   |          0           |
|  NM_015534   |          0           |
|  NM_015485   |          0           |
|  NM_015484   |          0           |
|  NM_015471   |          0           |
|  NM_015449   |          0           |
|  NM_015446   |          0           |
|  NM_015441   |          0           |
|  NM_015434   |          0           |
|  NM_015431   |          0           |
|  NM_015415   |          0           |
|  NM_015383   |          0           |
|  NM_015375   |          0           |
|  NM_015331   |          0           |
|  NM_015327   |          0           |
|  NM_015326   |          0           |
|  NM_015306   |          0           |
|  NM_015269   |          0           |
|  NM_015237   |          0           |
|  NM_015207   |          0           |
|  NM_015139   |          0           |
|  NM_015127   |          0           |
|  NM_015102   |          0           |
|  NM_015101   |          0           |
|  NM_015100   |          0           |
|  NM_015047   |          0           |
|  NM_015039   |          0           |
|  NM_015038   |          0           |
|  NM_015017   |          0           |
|  NM_015014   |          0           |
|  NM_014970   |          0           |
|  NM_014969   |          0           |
|  NM_014955   |          0           |
|  NM_014949   |          0           |
|  NM_014947   |          0           |
|  NM_014944   |          0           |
|  NM_014935   |          0           |
|  NM_014875   |          0           |
|  NM_014873   |          0           |
|  NM_014856   |          0           |
|  NM_014851   |          0           |
|  NM_014849   |          0           |
|  NM_014839   |          0           |
|  NM_014826   |          0           |
|  NM_014812   |          0           |
|  NM_014801   |          0           |
|  NM_014784   |          0           |
|  NM_014774   |          0           |
|  NM_014765   |          0           |
|  NM_014762   |          0           |
|  NM_014747   |          0           |
|  NM_014704   |          0           |
|  NM_014698   |          0           |
|  NM_014676   |          0           |
|  NM_014675   |          0           |
|  NM_014656   |          0           |
|  NM_014655   |          0           |
|  NM_014654   |          0           |
|  NM_014652   |          0           |
|  NM_014644   |          0           |
|  NM_014625   |          0           |
|  NM_014624   |          0           |
|  NM_014597   |          0           |
|  NM_014589   |          0           |
|  NM_014571   |          0           |
|  NM_014495   |          0           |
|  NM_014466   |          0           |
|  NM_014437   |          0           |
|  NM_014424   |          0           |
|  NM_014412   |          0           |
|  NM_014409   |          0           |
|  NM_014408   |          0           |
|  NM_014388   |          0           |
|  NM_014372   |          0           |
|  NM_014357   |          0           |
|  NM_014328   |          0           |
|  NM_014322   |          0           |
|  NM_014313   |          0           |
|  NM_014288   |          0           |
|  NM_014284   |          0           |
|  NM_014283   |          0           |
|  NM_014280   |          0           |
|  NM_014236   |          0           |
|  NM_014215   |          0           |
|  NM_014188   |          0           |
|  NM_014184   |          0           |
|  NM_014176   |          0           |
|  NM_014110   |          0           |
|  NM_014021   |          0           |
|  NM_014017   |          0           |
|  NM_013943   |          0           |
|  NM_013441   |          0           |
|  NM_013411   |          0           |
|  NM_013386   |          0           |
|  NM_013358   |          0           |
|  NM_013353   |          0           |
|  NM_013349   |          0           |
|  NM_013330   |          0           |
|  NM_013328   |          0           |
|  NM_013319   |          0           |
|  NM_013296   |          0           |
|  NM_013285   |          0           |
|  NM_012482   |          0           |
|  NM_012475   |          0           |
|  NM_012437   |          0           |
|  NM_012432   |          0           |
|  NM_012421   |          0           |
|  NM_012414   |          0           |
|  NM_012411   |          0           |
|  NM_012405   |          0           |
|  NM_012400   |          0           |
|  NM_012396   |          0           |
|  NM_012394   |          0           |
|  NM_012392   |          0           |
|  NM_012353   |          0           |
|  NM_012351   |          0           |
|  NM_012337   |          0           |
|  NM_012333   |          0           |
|  NM_012316   |          0           |
|  NM_012236   |          0           |
|  NM_012222   |          0           |
|  NM_012199   |          0           |
|  NM_012186   |          0           |
|  NM_012183   |          0           |
|  NM_012168   |          0           |
|  NM_012152   |          0           |
|  NM_012137   |          0           |
|  NM_012134   |          0           |
|  NM_012113   |          0           |
|  NM_012102   |          0           |
|  NM_012089   |          0           |
|  NM_012067   |          0           |
|  NM_007375   |          0           |
|  NM_007365   |          0           |
|  NM_007348   |          0           |
|  NM_007314   |          0           |
|  NM_007274   |          0           |
|  NM_007272   |          0           |
|  NM_007262   |          0           |
|  NM_007260   |          0           |
|  NM_007240   |          0           |
|  NM_007221   |          0           |
|  NM_007212   |          0           |
|  NM_007207   |          0           |
|  NM_007204   |          0           |
|  NM_007185   |          0           |
|  NM_007170   |          0           |
|  NM_007167   |          0           |
|  NM_007158   |          0           |
|  NM_007123   |          0           |
|  NM_007122   |          0           |
|  NM_007113   |          0           |
|  NM_007112   |          0           |
|  NM_007102   |          0           |
|  NM_007053   |          0           |
|  NM_007051   |          0           |
|  NM_007033   |          0           |
|  NM_006996   |          0           |
|  NM_006990   |          0           |
|  NM_006983   |          0           |
|  NM_006945   |          0           |
|  NM_006934   |          0           |
|  NM_006917   |          0           |
|  NM_006912   |          0           |
|  NM_006894   |          0           |
|  NM_006893   |          0           |
|  NM_006862   |          0           |
|  NM_006850   |          0           |
|  NM_006845   |          0           |
|  NM_006824   |          0           |
|  NM_006820   |          0           |
|  NM_006818   |          0           |
|  NM_006802   |          0           |
|  NM_006786   |          0           |
|  NM_006784   |          0           |
|  NM_006769   |          0           |
|  NM_006763   |          0           |
|  NM_006762   |          0           |
|  NM_006694   |          0           |
|  NM_006671   |          0           |
|  NM_006625   |          0           |
|  NM_006621   |          0           |
|  NM_006618   |          0           |
|  NM_006617   |          0           |
|  NM_006610   |          0           |
|  NM_006608   |          0           |
|  NM_006600   |          0           |
|  NM_006594   |          0           |
|  NM_006589   |          0           |
|  NM_006582   |          0           |
|  NM_006556   |          0           |
|  NM_006516   |          0           |
|  NM_006513   |          0           |
|  NM_006511   |          0           |
|  NM_006496   |          0           |
|  NM_006492   |          0           |
|  NM_006472   |          0           |
|  NM_006469   |          0           |
|  NM_006468   |          0           |
|  NM_006417   |          0           |
|  NM_006402   |          0           |
|  NM_006369   |          0           |
|  NM_006367   |          0           |
|  NM_006352   |          0           |
|  NM_006347   |          0           |
|  NM_006341   |          0           |
|  NM_006338   |          0           |
|  NM_006335   |          0           |
|  NM_006314   |          0           |
|  NM_006271   |          0           |
|  NM_006252   |          0           |
|  NM_006243   |          0           |
|  NM_006212   |          0           |
|  NM_006172   |          0           |
|  NM_006147   |          0           |
|  NM_006142   |          0           |
|  NM_006118   |          0           |
|  NM_006113   |          0           |
|  NM_006090   |          0           |
|  NM_006085   |          0           |
|  NM_006066   |          0           |
|  NM_006048   |          0           |
|  NM_006004   |          0           |
|  NM_005999   |          0           |
|  NM_005998   |          0           |
|  NM_005997   |          0           |
|  NM_005988   |          0           |
|  NM_005987   |          0           |
|  NM_005979   |          0           |
|  NM_005978   |          0           |
|  NM_005957   |          0           |
|  NM_005955   |          0           |
|  NM_005920   |          0           |
|  NM_005897   |          0           |
|  NM_005894   |          0           |
|  NM_005872   |          0           |
|  NM_005857   |          0           |
|  NM_005850   |          0           |
|  NM_005839   |          0           |
|  NM_005826   |          0           |
|  NM_005819   |          0           |
|  NM_005814   |          0           |
|  NM_005807   |          0           |
|  NM_005764   |          0           |
|  NM_005747   |          0           |
|  NM_005727   |          0           |
|  NM_005725   |          0           |
|  NM_005717   |          0           |
|  NM_005704   |          0           |
|  NM_005698   |          0           |
|  NM_005684   |          0           |
|  NM_005681   |          0           |
|  NM_005666   |          0           |
|  NM_005665   |          0           |
|  NM_005646   |          0           |
|  NM_005645   |          0           |
|  NM_005644   |          0           |
|  NM_005626   |          0           |
|  NM_005621   |          0           |
|  NM_005620   |          0           |
|  NM_005613   |          0           |
|  NM_005600   |          0           |
|  NM_005599   |          0           |
|  NM_005598   |          0           |
|  NM_005563   |          0           |
|  NM_005558   |          0           |
|  NM_005549   |          0           |
|  NM_005547   |          0           |
|  NM_005540   |          0           |
|  NM_005529   |          0           |
|  NM_005525   |          0           |
|  NM_005518   |          0           |
|  NM_005517   |          0           |
|  NM_005482   |          0           |
|  NM_005478   |          0           |
|  NM_005465   |          0           |
|  NM_005455   |          0           |
|  NM_005449   |          0           |
|  NM_005426   |          0           |
|  NM_005416   |          0           |
|  NM_005401   |          0           |
|  NM_005399   |          0           |
|  NM_005380   |          0           |
|  NM_005376   |          0           |
|  NM_005373   |          0           |
|  NM_005356   |          0           |
|  NM_005341   |          0           |
|  NM_005298   |          0           |
|  NM_005281   |          0           |
|  NM_005274   |          0           |
|  NM_005272   |          0           |
|  NM_005268   |          0           |
|  NM_005267   |          0           |
|  NM_005266   |          0           |
|  NM_005263   |          0           |
|  NM_005248   |          0           |
|  NM_005240   |          0           |
|  NM_005227   |          0           |
|  NM_005216   |          0           |
|  NM_005202   |          0           |
|  NM_005167   |          0           |
|  NM_005158   |          0           |
|  NM_005149   |          0           |
|  NM_005122   |          0           |
|  NM_005105   |          0           |
|  NM_005101   |          0           |
|  NM_005099   |          0           |
|  NM_005092   |          0           |
|  NM_005066   |          0           |
|  NM_005060   |          0           |
|  NM_005057   |          0           |
|  NM_005026   |          0           |
|  NM_004997   |          0           |
|  NM_004983   |          0           |
|  NM_004980   |          0           |
|  NM_004978   |          0           |
|  NM_004974   |          0           |
|  NM_004958   |          0           |
|  NM_004930   |          0           |
|  NM_004905   |          0           |
|  NM_004872   |          0           |
|  NM_004848   |          0           |
|  NM_004833   |          0           |
|  NM_004815   |          0           |
|  NM_004814   |          0           |
|  NM_004781   |          0           |
|  NM_004767   |          0           |
|  NM_004753   |          0           |
|  NM_004723   |          0           |
|  NM_004698   |          0           |
|  NM_004696   |          0           |
|  NM_004675   |          0           |
|  NM_004673   |          0           |
|  NM_004672   |          0           |
|  NM_004631   |          0           |
|  NM_004619   |          0           |
|  NM_004582   |          0           |
|  NM_004559   |          0           |
|  NM_004552   |          0           |
|  NM_004515   |          0           |
|  NM_004501   |          0           |
|  NM_004494   |          0           |
|  NM_004485   |          0           |
|  NM_004474   |          0           |
|  NM_004468   |          0           |
|  NM_004446   |          0           |
|  NM_004436   |          0           |
|  NM_004433   |          0           |
|  NM_004431   |          0           |
|  NM_004428   |          0           |
|  NM_004427   |          0           |
|  NM_004425   |          0           |
|  NM_004421   |          0           |
|  NM_004401   |          0           |
|  NM_004388   |          0           |
|  NM_004371   |          0           |
|  NM_004350   |          0           |
|  NM_004319   |          0           |
|  NM_004285   |          0           |
|  NM_004261   |          0           |
|  NM_004258   |          0           |
|  NM_004195   |          0           |
|  NM_004153   |          0           |
|  NM_004120   |          0           |
|  NM_004102   |          0           |
|  NM_004091   |          0           |
|  NM_004079   |          0           |
|  NM_004078   |          0           |
|  NM_004073   |          0           |
|  NM_004070   |          0           |
|  NM_004047   |          0           |
|  NM_004038   |          0           |
|  NM_004037   |          0           |
|  NM_004001   |          0           |
|  NM_004000   |          0           |
|  NM_003993   |          0           |
|  NM_003975   |          0           |
|  NM_003944   |          0           |
|  NM_003929   |          0           |
|  NM_003921   |          0           |
|  NM_003902   |          0           |
|  NM_003874   |          0           |
|  NM_003851   |          0           |
|  NM_003846   |          0           |
|  NM_003838   |          0           |
|  NM_003820   |          0           |
|  NM_003819   |          0           |
|  NM_003815   |          0           |
|  NM_003790   |          0           |
|  NM_003783   |          0           |
|  NM_003779   |          0           |
|  NM_003762   |          0           |
|  NM_003760   |          0           |
|  NM_003757   |          0           |
|  NM_003748   |          0           |
|  NM_003738   |          0           |
|  NM_003729   |          0           |
|  NM_003713   |          0           |
|  NM_003689   |          0           |
|  NM_003684   |          0           |
|  NM_003680   |          0           |
|  NM_003676   |          0           |
|  NM_003665   |          0           |
|  NM_003637   |          0           |
|  NM_003629   |          0           |
|  NM_003617   |          0           |
|  NM_003607   |          0           |
|  NM_003594   |          0           |
|  NM_003582   |          0           |
|  NM_003579   |          0           |
|  NM_003568   |          0           |
|  NM_003567   |          0           |
|  NM_003564   |          0           |
|  NM_003557   |          0           |
|  NM_003548   |          0           |
|  NM_003528   |          0           |
|  NM_003517   |          0           |
|  NM_003516   |          0           |
|  NM_003493   |          0           |
|  NM_003465   |          0           |
|  NM_003462   |          0           |
|  NM_003443   |          0           |
|  NM_003431   |          0           |
|  NM_003395   |          0           |
|  NM_003368   |          0           |
|  NM_003327   |          0           |
|  NM_003326   |          0           |
|  NM_003292   |          0           |
|  NM_003285   |          0           |
|  NM_003281   |          0           |
|  NM_003268   |          0           |
|  NM_003243   |          0           |
|  NM_003240   |          0           |
|  NM_003196   |          0           |
|  NM_003189   |          0           |
|  NM_003175   |          0           |
|  NM_003145   |          0           |
|  NM_003133   |          0           |
|  NM_003132   |          0           |
|  NM_003126   |          0           |
|  NM_003125   |          0           |
|  NM_003094   |          0           |
|  NM_003051   |          0           |
|  NM_003047   |          0           |
|  NM_003039   |          0           |
|  NM_003037   |          0           |
|  NM_003035   |          0           |
|  NM_003029   |          0           |
|  NM_003005   |          0           |
|  NM_003001   |          0           |
|  NM_003000   |          0           |
|  NM_002995   |          0           |
|  NM_002966   |          0           |
|  NM_002965   |          0           |
|  NM_002964   |          0           |
|  NM_002963   |          0           |
|  NM_002962   |          0           |
|  NM_002961   |          0           |
|  NM_002960   |          0           |
|  NM_002959   |          0           |
|  NM_002946   |          0           |
|  NM_002928   |          0           |
|  NM_002927   |          0           |
|  NM_002924   |          0           |
|  NM_002923   |          0           |
|  NM_002922   |          0           |
|  NM_002885   |          0           |
|  NM_002871   |          0           |
|  NM_002870   |          0           |
|  NM_002867   |          0           |
|  NM_002857   |          0           |
|  NM_002838   |          0           |
|  NM_002832   |          0           |
|  NM_002810   |          0           |
|  NM_002796   |          0           |
|  NM_002794   |          0           |
|  NM_002790   |          0           |
|  NM_002713   |          0           |
|  NM_002699   |          0           |
|  NM_002685   |          0           |
|  NM_002651   |          0           |
|  NM_002646   |          0           |
|  NM_002644   |          0           |
|  NM_002642   |          0           |
|  NM_002631   |          0           |
|  NM_002617   |          0           |
|  NM_002614   |          0           |
|  NM_002597   |          0           |
|  NM_002574   |          0           |
|  NM_002557   |          0           |
|  NM_002533   |          0           |
|  NM_002525   |          0           |
|  NM_002524   |          0           |
|  NM_002521   |          0           |
|  NM_002508   |          0           |
|  NM_002506   |          0           |
|  NM_002497   |          0           |
|  NM_002479   |          0           |
|  NM_002456   |          0           |
|  NM_002455   |          0           |
|  NM_002440   |          0           |
|  NM_002432   |          0           |
|  NM_002403   |          0           |
|  NM_002393   |          0           |
|  NM_002379   |          0           |
|  NM_002370   |          0           |
|  NM_002353   |          0           |
|  NM_002296   |          0           |
|  NM_002256   |          0           |
|  NM_002249   |          0           |
|  NM_002241   |          0           |
|  NM_002238   |          0           |
|  NM_002232   |          0           |
|  NM_002228   |          0           |
|  NM_002227   |          0           |
|  NM_002221   |          0           |
|  NM_002167   |          0           |
|  NM_002143   |          0           |
|  NM_002113   |          0           |
|  NM_002107   |          0           |
|  NM_002074   |          0           |
|  NM_002065   |          0           |
|  NM_002061   |          0           |
|  NM_002053   |          0           |
|  NM_002038   |          0           |
|  NM_002023   |          0           |
|  NM_002022   |          0           |
|  NM_002021   |          0           |
|  NM_002016   |          0           |
|  NM_002001   |          0           |
|  NM_001994   |          0           |
|  NM_001993   |          0           |
|  NM_001990   |          0           |
|  NM_001981   |          0           |
|  NM_001973   |          0           |
|  NM_001956   |          0           |
|  NM_001938   |          0           |
|  NM_001937   |          0           |
|  NM_001918   |          0           |
|  NM_001910   |          0           |
|  NM_001905   |          0           |
|  NM_001889   |          0           |
|  NM_001878   |          0           |
|  NM_001856   |          0           |
|  NM_001854   |          0           |
|  NM_001852   |          0           |
|  NM_001841   |          0           |
|  NM_001839   |          0           |
|  NM_001826   |          0           |
|  NM_001821   |          0           |
|  NM_001803   |          0           |
|  NM_001787   |          0           |
|  NM_001779   |          0           |
|  NM_001778   |          0           |
|  NM_001773   |          0           |
|  NM_001767   |          0           |
|  NM_001766   |          0           |
|  NM_001765   |          0           |
|  NM_001764   |          0           |
|  NM_001763   |          0           |
|  NM_001726   |          0           |
|  NM_001720   |          0           |
|  NM_001688   |          0           |
|  NM_001674   |          0           |
|  NM_001668   |          0           |
|  NM_001658   |          0           |
|  NM_001643   |          0           |
|  NM_001639   |          0           |
|  NM_001625   |          0           |
|  NM_001618   |          0           |
|  NM_001561   |          0           |
|  NM_001554   |          0           |
|  NM_001542   |          0           |
|  NM_001514   |          0           |
|  NM_001461   |          0           |
|  NM_001460   |          0           |
|  NM_001439   |          0           |
|  NM_001438   |          0           |
|  NM_001428   |          0           |
|  NM_001409   |          0           |
|  NM_001400   |          0           |
|  NM_001397   |          0           |
| NM_001385641 |          0           |
| NM_001385640 |          0           |
| NM_001385480 |          0           |
| NM_001385479 |          0           |
| NM_001385478 |          0           |
| NM_001385477 |          0           |
| NM_001385476 |          0           |
| NM_001385475 |          0           |
| NM_001385474 |          0           |
| NM_001385473 |          0           |
| NM_001385472 |          0           |
| NM_001385471 |          0           |
| NM_001385470 |          0           |
| NM_001385469 |          0           |
| NM_001385468 |          0           |
| NM_001385448 |          0           |
| NM_001385447 |          0           |
| NM_001385446 |          0           |
| NM_001385445 |          0           |
| NM_001385444 |          0           |
| NM_001385443 |          0           |
| NM_001385442 |          0           |
| NM_001385441 |          0           |
| NM_001385440 |          0           |
| NM_001385439 |          0           |
| NM_001385438 |          0           |
| NM_001385437 |          0           |
| NM_001385436 |          0           |
| NM_001385435 |          0           |
| NM_001385434 |          0           |
| NM_001385433 |          0           |
| NM_001385432 |          0           |
| NM_001385431 |          0           |
| NM_001385430 |          0           |
| NM_001385429 |          0           |
| NM_001385428 |          0           |
| NM_001385427 |          0           |
| NM_001385426 |          0           |
| NM_001385425 |          0           |
| NM_001385424 |          0           |
| NM_001385423 |          0           |
| NM_001385422 |          0           |
| NM_001385421 |          0           |
| NM_001385420 |          0           |
| NM_001385419 |          0           |
| NM_001385418 |          0           |
| NM_001385417 |          0           |
| NM_001385416 |          0           |
| NM_001385415 |          0           |
| NM_001385414 |          0           |
| NM_001385413 |          0           |
| NM_001385412 |          0           |
| NM_001385411 |          0           |
| NM_001385410 |          0           |
| NM_001385409 |          0           |
| NM_001385408 |          0           |
| NM_001385407 |          0           |
| NM_001385406 |          0           |
| NM_001385405 |          0           |
| NM_001385404 |          0           |
| NM_001385403 |          0           |
| NM_001385378 |          0           |
| NM_001385377 |          0           |
| NM_001385376 |          0           |
| NM_001385375 |          0           |
| NM_001385374 |          0           |
| NM_001385373 |          0           |
| NM_001385251 |          0           |
| NM_001385249 |          0           |
| NM_001385248 |          0           |
| NM_001385245 |          0           |
| NM_001385244 |          0           |
| NM_001385243 |          0           |
| NM_001385242 |          0           |
| NM_001385241 |          0           |
| NM_001385240 |          0           |
| NM_001385188 |          0           |
| NM_001385167 |          0           |
| NM_001385166 |          0           |
| NM_001385165 |          0           |
| NM_001385123 |          0           |
| NM_001385122 |          0           |
| NM_001385121 |          0           |
| NM_001385120 |          0           |
| NM_001385119 |          0           |
| NM_001385112 |          0           |
| NM_001385109 |          0           |
| NM_001384479 |          0           |
| NM_001384189 |          0           |
|  NM_001384   |          0           |
| NM_001382817 |          0           |
| NM_001382734 |          0           |
| NM_001382733 |          0           |
| NM_001382730 |          0           |
| NM_001382727 |          0           |
| NM_001382703 |          0           |
| NM_001382624 |          0           |
| NM_001382358 |          0           |
| NM_001382293 |          0           |
| NM_001382280 |          0           |
| NM_001382261 |          0           |
| NM_001382255 |          0           |
| NM_001382254 |          0           |
| NM_001382253 |          0           |
| NM_001382252 |          0           |
| NM_001382251 |          0           |
| NM_001382250 |          0           |
| NM_001382249 |          0           |
| NM_001382248 |          0           |
| NM_001381909 |          0           |
| NM_001381866 |          0           |
| NM_001381865 |          0           |
| NM_001381856 |          0           |
| NM_001381855 |          0           |
| NM_001381854 |          0           |
| NM_001381853 |          0           |
| NM_001381851 |          0           |
| NM_001379691 |          0           |
| NM_001379690 |          0           |
| NM_001379462 |          0           |
| NM_001379461 |          0           |
| NM_001379420 |          0           |
| NM_001379419 |          0           |
| NM_001379418 |          0           |
| NM_001379417 |          0           |
| NM_001379416 |          0           |
| NM_001379415 |          0           |
| NM_001379414 |          0           |
| NM_001379413 |          0           |
| NM_001379412 |          0           |
| NM_001379403 |          0           |
| NM_001379352 |          0           |
| NM_001379312 |          0           |
| NM_001379311 |          0           |
| NM_001379310 |          0           |
| NM_001379309 |          0           |
| NM_001379308 |          0           |
| NM_001379307 |          0           |
| NM_001379306 |          0           |
| NM_001379301 |          0           |
| NM_001379232 |          0           |
| NM_001379047 |          0           |
| NM_001379046 |          0           |
| NM_001379045 |          0           |
| NM_001379043 |          0           |
| NM_001378970 |          0           |
| NM_001378969 |          0           |
| NM_001378811 |          0           |
| NM_001378810 |          0           |
| NM_001378809 |          0           |
| NM_001378808 |          0           |
| NM_001378807 |          0           |
| NM_001378806 |          0           |
| NM_001378805 |          0           |
| NM_001378804 |          0           |
| NM_001378596 |          0           |
| NM_001378516 |          0           |
| NM_001378515 |          0           |
| NM_001378430 |          0           |
| NM_001378428 |          0           |
| NM_001378427 |          0           |
| NM_001378231 |          0           |
| NM_001378230 |          0           |
| NM_001378229 |          0           |
| NM_001378228 |          0           |
| NM_001378227 |          0           |
| NM_001378226 |          0           |
| NM_001378156 |          0           |
| NM_001377536 |          0           |
| NM_001377535 |          0           |
| NM_001377534 |          0           |
| NM_001377532 |          0           |
| NM_001377531 |          0           |
| NM_001377496 |          0           |
| NM_001377495 |          0           |
| NM_001377494 |          0           |
| NM_001377493 |          0           |
| NM_001377492 |          0           |
| NM_001377491 |          0           |
| NM_001377488 |          0           |
| NM_001377483 |          0           |
| NM_001377482 |          0           |
| NM_001377481 |          0           |
| NM_001377480 |          0           |
| NM_001377479 |          0           |
| NM_001377478 |          0           |
| NM_001377472 |          0           |
| NM_001377470 |          0           |
| NM_001377469 |          0           |
| NM_001377468 |          0           |
| NM_001377467 |          0           |
| NM_001377466 |          0           |
| NM_001377465 |          0           |
| NM_001377464 |          0           |
| NM_001377463 |          0           |
| NM_001377462 |          0           |
| NM_001377461 |          0           |
| NM_001377460 |          0           |
| NM_001377459 |          0           |
| NM_001377458 |          0           |
| NM_001377447 |          0           |
| NM_001377446 |          0           |
| NM_001377445 |          0           |
| NM_001377444 |          0           |
| NM_001377439 |          0           |
| NM_001377438 |          0           |
| NM_001377437 |          0           |
| NM_001377436 |          0           |
| NM_001377435 |          0           |
| NM_001377434 |          0           |
| NM_001377433 |          0           |
| NM_001377432 |          0           |
| NM_001377431 |          0           |
| NM_001377430 |          0           |
| NM_001377419 |          0           |
| NM_001377418 |          0           |
| NM_001377417 |          0           |
| NM_001377393 |          0           |
| NM_001377392 |          0           |
| NM_001377390 |          0           |
| NM_001377389 |          0           |
| NM_001377388 |          0           |
| NM_001377387 |          0           |
| NM_001377386 |          0           |
| NM_001377385 |          0           |
| NM_001377375 |          0           |
| NM_001377374 |          0           |
| NM_001377373 |          0           |
| NM_001377343 |          0           |
| NM_001377342 |          0           |
| NM_001377341 |          0           |
| NM_001377338 |          0           |
| NM_001377337 |          0           |
| NM_001377335 |          0           |
| NM_001377334 |          0           |
| NM_001377331 |          0           |
| NM_001377330 |          0           |
| NM_001377295 |          0           |
| NM_001377261 |          0           |
| NM_001377260 |          0           |
| NM_001377213 |          0           |
| NM_001377212 |          0           |
| NM_001377211 |          0           |
| NM_001377210 |          0           |
| NM_001376929 |          0           |
| NM_001376863 |          0           |
| NM_001376862 |          0           |
| NM_001376861 |          0           |
| NM_001376859 |          0           |
| NM_001376858 |          0           |
| NM_001376857 |          0           |
| NM_001376797 |          0           |
| NM_001376796 |          0           |
| NM_001376795 |          0           |
| NM_001376794 |          0           |
| NM_001376793 |          0           |
| NM_001376792 |          0           |
| NM_001376791 |          0           |
| NM_001376790 |          0           |
| NM_001376789 |          0           |
| NM_001376788 |          0           |
| NM_001376787 |          0           |
| NM_001376763 |          0           |
| NM_001376732 |          0           |
| NM_001376730 |          0           |
| NM_001376729 |          0           |
| NM_001376727 |          0           |
| NM_001376725 |          0           |
| NM_001376724 |          0           |
| NM_001376722 |          0           |
| NM_001376674 |          0           |
| NM_001376673 |          0           |
| NM_001376672 |          0           |
| NM_001376671 |          0           |
| NM_001376670 |          0           |
